Tempo,Acc_Y,Velocidade,Distancia
0.0009970664978027,0.04,0.0,0.0
0.0009970664978027,-0.04,0.0,0.0
0.0009970664978027,-0.03,0.0,0.0
0.0009970664978027,-0.04,0.0,0.0
0.0009970664978027,3.0,0.0,0.0
0.0020043849945068,-0.03,-3.0219554901123e-05,-3.044071661406624e-08
0.0020043849945068,-0.03,-3.0219554901123e-05,-3.044071661406624e-08
0.0020043849945068,-0.04,-3.0219554901123e-05,-3.044071661406624e-08
0.0020043849945068,-0.04,-3.0219554901123e-05,-3.044071661406624e-08
0.0020043849945068,-0.03,-3.0219554901123e-05,-3.044071661406624e-08
0.0020043849945068,-0.04,-3.0219554901123e-05,-3.044071661406624e-08
2.0880236625671387,-0.01,0.0,0.0
2.1171178817749023,-0.07,-0.002036595344543457,-5.925315139165832e-05
2.1491665840148926,-0.01,0.0,0.0
2.181600570678711,-0.04,-0.0012973594665527345,-4.2078539636349894e-05
2.210221767425537,-0.05,-0.002728419303894043,-0.0001201691653409398
2.243299961090088,-0.06,-0.00471311092376709,-0.00027607036123981747
2.276140213012696,-0.06,-0.0066835260391235884,-0.0004955590400959486
2.3046655654907227,-0.06,-0.008395047187805175,-0.000735030720197756
2.33798885345459,-0.06,-0.010394444465637207,-0.0010814077863506102
2.370685338973999,-0.06,-0.012356233596801759,-0.0014854131992228761
2.399397611618042,-0.05,-0.013791847229003907,-0.0018814084771270247
2.4322779178619385,-0.06,-0.015764665603637696,-0.0023997555100072534
2.4651427268981934,-0.07,-0.01806520223617554,-0.002993464931700487
2.493720293045044,-0.06,-0.019779856204986575,-0.003558725080773684
2.527071952819824,-0.07,-0.022114472389221193,-0.004296279439997761
2.559297800064087,-0.07,-0.024370281696319582,-0.0050816324152430075
2.5878000259399414,-0.07,-0.026365437507629395,-0.005833106070401187
2.6208174228668213,-0.07,-0.028676655292510986,-0.006779934580729333
2.653578281402588,-0.04,-0.02998708963394165,-0.007762337382126248
2.681262254714966,0.03,-0.029156570434570313,-0.00856950709991736
2.714425563812256,0.0,0.0,0.0
2.7474114894866943,0.33,0.010885355472564699,0.00035906352655786124
2.7801077365875244,0.83,0.03802324056625366,0.0016022807956863972
2.8091275691986084,1.51,0.08184318780899047,0.00397735640626081
2.840996265411377,1.83,0.14016290187835692,0.008444165346522254
2.8745481967926025,1.56,0.19250391483306883,0.014903043487618672
2.903511047363281,1.49,0.23565856218337944,0.02172838720983678
2.9360570907592773,1.39,0.28089756250381465,0.030870491468915583
2.969123363494873,1.15,0.3189237761497497,0.04141611203294928
3.001704454421997,0.96,0.3502016234397888,0.052826062969067486
3.030055522918701,0.86,0.3745835423469543,0.06344590663588405
3.063117027282715,0.74,0.3990490555763244,0.07663906872827624
3.095892429351806,0.56,0.4174032807350156,0.09031962907932418
3.1245458126068115,0.58,0.4340222430229187,0.10275583474985693
3.157187938690185,0.69,0.45654531002044646,0.11765844432231723
3.189969778060913,0.88,0.4853933286666871,0.13357053045429154
3.218153715133667,1.07,0.5155501413345338,0.14810076319551344
3.252131938934326,1.17,0.555304663181305,0.1669690293186375
3.283834218978882,1.04,0.5882750344276428,0.18561868920328325
3.3130524158477783,1.12,0.6209994149208069,0.20376317236390892
3.345378398895264,0.93,0.6510625791549687,0.2248094102605248
3.378304004669189,0.89,0.6803663682937618,0.2472108850848022
3.4112493991851807,0.71,0.7037575984001159,0.27039645680772084
3.439125299453736,0.08,0.7059876704216003,0.2900764986992229
3.472140073776245,-0.08,0.7033464884757995,0.31329732428678086
3.504462480545044,-0.31,0.6933265423774718,0.33570730681311034
3.533480644226074,-0.56,0.6770763707160948,0.3553548197631079
3.565507411956787,-0.54,0.6597819161415098,0.37648550194429675
3.599463939666748,-0.25,0.6512927842140196,0.39860114341875774
3.627929449081421,-0.29,0.6430377864837644,0.41690554158390175
3.661430597305298,-0.13,0.6386826372146605,0.4383021432812467
3.694021701812744,0.01,0.0,0.0
3.7226693630218506,0.18,0.00515657901763916,0.00014772392869531357
3.755958080291748,0.29,0.014810307025909422,0.0006407400519611883
3.78824234008789,0.21,0.02159000158309927,0.001337757272069085
3.820639133453369,0.29,0.03098507165908817,0.002341574236023123
3.8494198322296143,0.03,0.031848492622375525,0.0032581961086651776
3.882479190826416,-0.1,0.028542556762695348,0.004201794727952692
3.915080547332764,-0.74,0.004417552947997755,0.004345812946496036
3.9438769817352295,-0.91,-0.021787202358245737,0.003718419202973574
3.9771203994750977,-1.08,-0.05769009351730336,0.0018006033247257981
4.00922441482544,-1.19,-0.09589387178421116,-0.00127797500703831
4.03795337677002,-1.38,-0.13553983926773167,-0.005171893891335474
4.070858716964722,-1.46,-0.1835816359519955,-0.011212710075835686
4.103622674942017,-1.25,-0.22453658342361416,-0.018569417259492356
4.136109352111816,-1.41,-0.27034279823303187,-0.027351956470869188
4.1650550365448,-1.24,-0.30623544692993127,-0.03621615107989661
4.197786808013916,-0.85,-0.33405745267868003,-0.04715044327853027
4.230318307876587,-0.76,-0.3587813925743099,-0.05882214010179031
4.259195566177368,-0.29,-0.3671557974815365,-0.06942459290229397
4.292222023010254,-0.07,-0.3694676494598385,-0.08162680027832708
4.32406759262085,0.1,-0.36628309249877894,-0.09329129399768121
4.353267669677734,-0.08,-0.3686190986633297,-0.10405500008328986
4.385436534881592,-0.11,-0.37215767383575404,-0.11602689012749337
4.418027639389038,-0.23,-0.3796536278724667,-0.12840022119011607
4.451327800750732,-0.41,-0.3933066940307614,-0.14149739756597496
4.480170965194702,-0.42,-0.4054208230972287,-0.1531910170355779
4.512492895126343,-0.48,-0.4209353494644162,-0.1667964599067174
4.545104503631592,-0.37,-0.4330016446113583,-0.180917340022912
4.574432373046875,-0.67,-0.45265131711959805,-0.1941926387420515
4.607121706008911,-0.42,-0.46638083696365323,-0.20943831720866946
4.639202117919922,-0.47,-0.4814586305618283,-0.22488370839520405
4.668588399887085,-0.57,-0.4982088112831113,-0.2395242130020947
4.701688289642334,-0.52,-0.5154207539558407,-0.25658458313560034
4.734354734420776,-0.42,-0.5291406607627865,-0.2738697273104364
4.763644456863403,-0.66,-0.5484718775749203,-0.2899343163721923
4.796360731124878,-1.11,-0.5847869420051571,-0.3090663663513621
4.828026056289673,-1.5,-0.6322849297523495,-0.32908787424876973
4.861229658126831,-1.56,-0.6840825486183163,-0.3518018788168407
4.88913631439209,-1.66,-0.7304075980186459,-0.3721851125882804
4.922667980194092,-0.58,-0.749855964183807,-0.3973290321789298
4.9552764892578125,0.02,-0.7492037940025326,-0.4217594508862353
4.983790874481201,-0.09,-0.7517700886726375,-0.44319571279406794
5.015820026397705,-0.05,-0.7533715462684627,-0.467325564499072
5.048979997634888,-0.05,-0.7550295448303218,-0.4923623224888685
5.078063011169434,-0.05,-0.7564836955070491,-0.5143631480439633
5.11037015914917,-0.04,-0.7577759814262386,-0.5388447288113908
5.143279314041138,-0.03,-0.7587632560729977,-0.5638149863318309
5.172420024871826,0.41,-0.7468155646324154,-0.5855777227446415
5.205322265625,-0.22,-0.7540540575981136,-0.6103877908886423
5.238024473190308,-0.28,-0.7632106757163998,-0.6353464648219787
5.27002215385437,-0.04,-0.7644905829429622,-0.6598083903656705
5.299488306045532,-0.03,-0.7653745675086971,-0.6823610338551267
5.332245826721191,-0.04,-0.7666848683357235,-0.7074757292813492
5.365139007568359,-0.03,-0.7676716637611385,-0.7327268921486906
5.393591403961182,-0.05,-0.7690942835807796,-0.7546094675685846
5.426532030105591,-0.04,-0.770411908626556,-0.7799873182278527
5.459344625473023,-0.04,-0.7717244124412532,-0.8053095991084572
5.487641334533691,-0.04,-0.77285628080368,-0.827178888432069
5.520814895629883,-0.04,-0.7741832232475276,-0.8528613028881172
5.553617715835571,-0.03,-0.7751673078536983,-0.8782889767169697
5.582243919372559,-0.05,-0.7765986180305476,-0.9005200468232553
5.614807844161987,-0.04,-0.7779011750221247,-0.925851562180284
5.647659063339233,-0.03,-0.7788867115974422,-0.951438940257216
5.677026510238648,-0.04,-0.7800614094734187,-0.9743473522782093
5.709179162979126,-0.03,-0.781025989055633,-0.9994594096856032
5.742037534713745,-0.04,-0.7823403239250178,-1.0251658388721139
5.770239353179932,-0.05,-0.7837504148483272,-1.0472690257944648
5.803281784057617,-0.03,-0.7847416877746578,-1.0731987987695972
5.835317611694336,-0.02,-0.7853824043273921,-1.0983591741035412
5.864428043365479,-0.04,-0.7865468215942378,-1.1212558916097153
5.896986484527588,-0.02,-0.78719799041748,-1.146885831063653
5.930140018463135,-0.04,-0.7885241317749019,-1.1730281926254498
5.958183288574219,-0.04,-0.7896458625793452,-1.1951724448418624
5.991984605789185,-0.04,-0.7909979152679438,-1.2219092162922107
6.02331018447876,-0.04,-0.7922509384155269,-1.246726935405436
6.053396701812744,-0.03,-0.7931535339355463,-1.2705901629526988
6.086032390594482,-0.05,-0.7947853183746333,-1.296528529251468
6.1180925369262695,-0.03,-0.7957471227645869,-1.3220402984503994
6.147473335266113,-0.04,-0.7969223546981806,-1.3454545134463
6.180203437805176,0.02,-0.7962677526473994,-1.3715164386389984
6.212894678115845,0.09,-0.7933255410194392,-1.3974512345450563
6.2416768074035645,-0.12,-0.7967793965339656,-1.4203842421498882
6.274482011795044,-0.1,-0.8000599169731135,-1.4466303712516213
6.306368827819824,-0.06,-0.8019731259346004,-1.472202740775116
6.335434436798096,-0.03,-0.8028450942039485,-1.4955379223533714
6.368041515350342,-0.02,-0.8034972357749933,-1.5217376198367991
6.401092290878296,-0.03,-0.804488759040832,-1.54832659722662
6.429192543029785,-0.03,-0.8053317666053766,-1.5709566229338354
6.462670803070068,-0.03,-0.8063361144065851,-1.5979513530518106
6.495553493499756,-0.04,-0.8076514220237726,-1.6245091047373152
6.5243470668792725,-0.04,-0.8088031649589532,-1.647797438017146
6.557309627532959,-0.03,-0.8097920417785638,-1.6744902573111446
6.589775562286377,-0.13,-0.8140126132965081,-1.7009179377028882
6.618184804916382,-0.02,-0.8145807981491082,-1.7240595612392493
6.651437044143677,-0.01,0.0,0.0
6.684152126312256,0.02,0.0006543016433715821,2.1405532025937648e-05
6.712856769561768,-0.03,-0.00020683765411376941,1.5468330954035995e-05
6.745640516281128,-0.03,-0.0011903500556945798,-2.3555803779231596e-05
6.778090238571167,-0.03,-0.0021638417243957514,-9.377186681547298e-05
6.807154893875122,-0.04,-0.0033264279365539545,-0.00019045334818486022
6.839576721191406,-0.05,-0.0049475193023681635,-0.00035086096465022356
6.872292280197144,-0.04,-0.006256141662597692,-0.0005555341363611954
6.901023864746094,-0.04,-0.007405405044555664,-0.0007683031575180622
6.933815956115723,-0.04,-0.008717088699340821,-0.001054154726624006
6.966186761856079,-0.03,-0.009688212871551515,-0.001367769983460221
6.995263814926148,-0.04,-0.010851294994354284,-0.0016832936638900373
7.0275280475616455,-0.03,-0.011819221973419199,-0.002064631791211014
7.060072422027588,-0.04,-0.013120996952056894,-0.0024916464293852423
7.08945631980896,-0.04,-0.014296352863311778,-0.0029117290005672217
7.121708631515503,-0.04,-0.015586445331573497,-0.0034144278937981217
7.154298305511475,-0.03,-0.016564135551452648,-0.003954247671445048
7.183414936065674,-0.04,-0.01772880077362062,-0.004470450613739561
7.216022491455078,-0.04,-0.01903310298919679,-0.005091073573692032
7.248243093490601,-0.05,-0.020644133090972912,-0.00575623997038463
7.277275562286377,-0.04,-0.021805431842803966,-0.006389305489939264
7.310692071914673,-0.04,-0.0231420922279358,-0.007162633437692993
7.343290567398071,-0.03,-0.024120047092437754,-0.007948910683895182
7.372387886047363,-0.04,-0.025283939838409434,-0.00868460553808291
7.405158996582031,-0.04,-0.026594784259796153,-0.009556146152706337
7.4377601146698,-0.04,-0.027898828983306895,-0.010465679170901585
7.466406106948851,-0.03,-0.028758208751678425,-0.011289486596761501
7.499123096466064,-0.04,-0.030066888332366936,-0.012273184667146757
7.532102346420288,-0.05,-0.03171585083007816,-0.013319149639182805
7.56104040145874,-0.05,-0.03316275358200077,-0.01427881522756537
7.593353271484375,-0.04,-0.034455268383026164,-0.015392163836524458
7.625983238220215,-0.01,0.0,0.0
7.654959201812744,-0.04,-0.0011590385437011718,-3.358425864462333e-05
7.6876397132873535,-0.02,-0.0018126487731933592,-9.282254767640552e-05
7.720521926879883,-0.04,-0.0031279373168945314,-0.00019567605063457448
7.749106884002685,-0.03,-0.003985486030578586,-0.0003096009979321891
7.7820093631744385,-0.04,-0.005301585197448739,-0.00048403629446852457
7.814656972885132,-0.04,-0.0066074895858764734,-0.0006997550356356906
7.8433356285095215,-0.03,-0.007467849254608163,-0.000913922912663453
7.876083135604858,-0.02,-0.0081227993965149,-0.0011799243435348231
7.908200740814209,-0.03,-0.009086327552795419,-0.001471755424678351
7.9374260902404785,-0.03,-0.009963088035583505,-0.0017629301538829643
7.970352649688721,-0.04,-0.011280150413513192,-0.00213434669705862
8.003064155578613,-0.03,-0.012261495590209968,-0.0025354386822766654
8.031861543655396,-0.03,-0.013125417232513436,-0.0029134164159910396
8.064375400543213,-0.02,-0.013775694370269783,-0.003361317371276303
8.097264051437378,-0.04,-0.015091240406036386,-0.0038576479085503513
8.126192808151245,-0.04,-0.016248390674591072,-0.004327693649367465
8.158244848251343,-0.04,-0.01753047227859498,-0.004889581049814642
8.191317319869995,-0.03,-0.018522646427154548,-0.005502170748079043
8.220146894454956,-0.03,-0.019387533664703378,-0.00606110509588405
8.253007650375366,-0.04,-0.020701963901519783,-0.006741387278725033
8.285174131393433,-0.04,-0.02198862314224244,-0.00744868390764339
8.313665390014648,-0.02,-0.022558448314666756,-0.00809140249266989
8.34725046157837,-0.03,-0.023566000461578376,-0.008882868304642674
8.379273176193237,-0.04,-0.024846909046173104,-0.009678533782089861
8.408527851104736,-0.04,-0.026017096042633064,-0.01043965546895834
8.44115686416626,-0.04,-0.027322256565094002,-0.011331153735291087
8.474157810211182,-0.03,-0.028312284946441658,-0.012265485923217061
8.502896547317505,-0.03,-0.029174447059631355,-0.013103922687486152
8.535664558410645,-0.04,-0.03048516750335694,-0.014102860994412372
8.568174839019775,-0.04,-0.031785578727722176,-0.01513621907817424
8.597188711166382,-0.03,-0.03265599489212037,-0.016083695938794454
8.629589557647705,-0.04,-0.0339520287513733,-0.017183770410097172
8.662110328674316,-0.04,-0.03525285959243775,-0.018330220584936118
8.6912260055542,-0.04,-0.03641748666763306,-0.019390540359528363
8.723881244659424,-0.04,-0.03772369623184205,-0.020622416679912027
8.757150650024414,-0.03,-0.038721778392791756,-0.021910667221715138
8.785698413848877,-0.03,-0.039578211307525646,-0.023040536650717067
8.818082094192505,-0.03,-0.04054972171783448,-0.024353685876850488
8.850693464279175,-0.04,-0.04185417652130128,-0.025718607917059454
8.879197359085083,-0.04,-0.04299433231353761,-0.02694411384257479
8.912233829498291,-0.03,-0.04398542642593385,-0.02839723708130749
8.945066928863525,-0.03,-0.04497041940689088,-0.029873755330190203
8.9739351272583,-0.04,-0.046125147342681895,-0.03120530523466699
9.005797147750854,-0.03,-0.04708100795745851,-0.032705401275017615
9.039155721664429,-0.04,-0.04841535091400148,-0.03432046833703396
9.067948341369627,-0.04,-0.04956705570220942,-0.035747633721774065
9.10070776939392,-0.04,-0.0508774328231811,-0.03741434932040582
9.133485794067385,-0.04,-0.05218855381011972,-0.0391249870248664
9.162163496017456,-0.03,-0.053048884868621866,-0.040646307133912395
9.195093870162964,-0.03,-0.0540367960929871,-0.04242575904687897
9.227250576019289,-0.04,-0.0553230643272401,-0.04420476655352058
9.256418228149414,-0.02,-0.05590641736984261,-0.04583542548720574
9.289294958114624,-0.03,-0.05689271926879891,-0.04770587205559254
9.322062492370604,-0.04,-0.05820342063903809,-0.04961305463519741
9.350582122802734,-0.04,-0.05934420585632332,-0.05130552945450804
9.383501768112184,-0.04,-0.06066099166870132,-0.053302467784361186
9.415993452072144,-0.04,-0.061960659027099685,-0.0553156739354205
9.445045948028564,-0.04,-0.06312275886535652,-0.057149547632114404
9.477582693099976,-0.04,-0.06442422866821297,-0.05924570233671435
9.509714841842651,-0.03,-0.06538819313049324,-0.061346765484398165
9.53851556777954,-0.04,-0.06654022216796876,-0.06326317218683747
9.571945190429688,-0.04,-0.06787740707397469,-0.06553228829179095
9.604636907577516,-0.03,-0.06885815858840956,-0.06778337973568357
9.63330626487732,-0.03,-0.06971823930740365,-0.06978215684870069
9.666017293930054,-0.03,-0.07069957017898568,-0.07209481254284132
9.698147773742676,-0.04,-0.07198478937149055,-0.07440771836455785
9.727653741836548,-0.03,-0.07286996841430672,-0.07655781732759186
9.760302305221558,-0.03,-0.07384942531585702,-0.07896889497096315
9.793055295944214,-0.03,-0.07483201503753671,-0.08141986726524526
9.821864366531372,-0.03,-0.07569628715515146,-0.08360060694508382
9.8536696434021,-0.03,-0.0766504454612733,-0.08603849558524422
9.88686752319336,-0.03,-0.07764638185501109,-0.08861619083629313
9.915974140167236,-0.04,-0.07881064653396617,-0.09091010213842089
9.94815754890442,-0.05,-0.0804198169708254,-0.09349828597856252
9.981410026550291,-0.03,-0.08141739130020151,-0.09620561596275756
10.010515213012695,-0.03,-0.08229054689407363,-0.09860069767420279
